"","Date","Blast.Day.Type","Holiday.Type","Time","City","Latitude","Longitude","Province","Location","Location.Category","Location.Sensitivity","Influencing.Event.Event","Target.Type","Targeted.Sect.if.any","Total.Died.Min","Total.Died.Max","Injured.Min","Injured.Max","No..of.Suicide.Blasts","Temperature.C.","Temperature.F.","Is_Suicide","Is_Drone"
"788","Sunday, August 19, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mana- Shawal Area",NA,NA,NA,NA,NA,0,3,0,"0",NA,25.585,78.053,0,1
"789","Tuesday, August 21, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shna Khora- 5km West of Miranshah",NA,NA,NA,NA,NA,3,6,3,"4",NA,26.385,79.493,0,1
"790","Friday, August 24, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Makki Gharr- Shawal Area",NA,NA,NA,NA,NA,5,6,0,"0",NA,24.815,76.667,0,1
"791","Friday, August 24, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Tonda Darra- Shawal Area",NA,NA,NA,NA,NA,4,6,0,"0",NA,24.815,76.667,0,1
"792","Friday, August 24, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Darra Nishtar- Shawal Area",NA,NA,NA,NA,NA,5,8,0,"14",NA,24.815,76.667,0,1
"793","Saturday, September 01, 2012",NA,NA,"9:00","North Waziristan",32.9746,70.1455,"FATA","Degan Area- Datta Khel",NA,NA,NA,NA,NA,4,6,0,"2",NA,24.26,75.668,0,1
"794","Saturday, September 22, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,3,4,0,"2",NA,18.245,64.841,0,1
"795","Monday, September 24, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Kaderkhail Village- 40km East of Miranshah",NA,NA,NA,NA,NA,5,6,0,"0",NA,19.07,66.326,0,1
"796","Monday, October 01, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khaiderkhel Area- 30 km East of Miranshah",NA,NA,NA,NA,NA,0,3,0,"0",NA,18.645,65.561,0,1
"797","Wednesday, October 10, 2012",NA,NA,"4:00","North Waziristan",32.9746,70.1455,"FATA","Hurmaz village of Mir ali Tehsil",NA,NA,NA,NA,NA,0,5,0,"0",NA,15.345,59.621,0,1
"798","Thursday, October 11, 2012",NA,NA,"16:40","North Waziristan",32.9746,70.1455,"FATA","Bulandkhel Area- Orakzai",NA,NA,NA,NA,NA,17,18,15,"20",NA,15.905,60.629,0,1
"799","Wednesday, October 24, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Tappi Area- 20 km East of Miranshah",NA,NA,NA,NA,NA,3,5,0,"0",NA,11.365,52.457,0,1
"800","Thursday, November 29, 2012",NA,NA,"12:00","North Waziristan",32.9746,70.1455,"FATA","Sheen Warak Area- Wana",NA,NA,NA,NA,NA,2,4,0,"4",NA,5.07,41.126,0,1
"801","Saturday, December 01, 2012",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Sheen Warsask Area",NA,NA,NA,NA,NA,0,4,0,"3",NA,5.28,41.504,0,1
"802","Thursday, December 06, 2012",NA,NA,"7:45","North Waziristan",32.9746,70.1455,"FATA","Mubarak Shah Village- Mir Ali",NA,NA,NA,NA,NA,3,4,0,"0",NA,8.69,47.642,0,1
"803","Sunday, December 09, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Tabbi Village- Miranshah",NA,NA,NA,NA,NA,1,4,0,"6",NA,6.555,43.799,0,1
"804","Friday, December 21, 2012",NA,NA,"12:15","North Waziristan",32.9746,70.1455,"FATA","Hisukhel Area of Mir Ali",NA,NA,NA,NA,NA,3,4,0,"0",NA,3.705,38.669,0,1
"805","Friday, December 28, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Gurbuz- 65km West of Miranshah",NA,NA,NA,NA,NA,4,7,0,"2",NA,-3.165,26.303,0,1
"806","Wednesday, January 02, 2013",NA,NA,"22:00","South Waziristan",33.0333,69.9,"FATA","Sara Kanda area of Birmal tehsil",NA,NA,NA,NA,NA,7,17,0,"0",NA,0.875,33.575,0,1
"807","Sunday, January 06, 2013",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Babar Ghar Village",NA,NA,NA,NA,NA,10,17,0,"7",NA,-0.76,30.632,0,1
"808","Tuesday, January 08, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Haider Khel Village- 25km East of Miranshah",NA,NA,NA,NA,NA,4,8,1,"4",NA,0.57,33.026,0,1
"809","Tuesday, January 08, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Haso Khel village",NA,NA,NA,NA,NA,3,4,1,"4",NA,0.57,33.026,0,1
"810","Thursday, January 10, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Heso Khel village- 35km East of Miranshah",NA,NA,NA,NA,NA,4,6,0,"0",NA,4.315,39.767,0,1
"811","Wednesday, February 06, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Ghulam Khan Tehsil",NA,NA,NA,NA,NA,3,5,0,"0",NA,2.08,35.744,0,1
"812","Friday, February 08, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Bobar Gar area- 50km south of Miranshah",NA,NA,NA,NA,NA,7,9,2,"6",NA,4.005,39.209,0,1
"813","Thursday, March 21, 2013",NA,NA,"23:30","North Waziristan",32.9746,70.1455,"FATA","Datta Khel tehsil- 35 kilometres west of Miransha",NA,NA,NA,NA,NA,1,4,0,"0",NA,12.25,54.05,0,1
"814","Sunday, April 14, 2013",NA,NA,"18:30","North Waziristan",32.9746,70.1455,"FATA","Datta Khel Tehsil- 50 Kilometres west of Miranshah",NA,NA,NA,NA,NA,4,4,0,"0",NA,15.895,60.611,0,1
"815","Wednesday, April 17, 2013",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Baber Ghar Area of South Waziristan",NA,NA,NA,NA,NA,5,5,2,"7",NA,16.305,61.349,0,1
"816","Wednesday, May 29, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Chashma village- 3km east of Miranshah",NA,NA,NA,NA,NA,7,7,4,"4",NA,20.885,69.593,0,1
"817","Tuesday, July 02, 2013",NA,NA,"2:30","North Waziristan",32.9746,70.1455,"FATA"," Sarai Darpa Khel area",NA,NA,NA,NA,NA,16,17,0,"0",NA,22.025,71.645,0,1
"818","Saturday, July 13, 2013",NA,NA,"23:30","North Waziristan",32.9746,70.1455,"FATA","Mir Ali Tehsil",NA,NA,NA,NA,NA,2,2,0,"0",NA,25.04,77.072,0,1
"819","Friday, September 06, 2013",NA,NA,"6:45","North Waziristan",32.9746,70.1455,"FATA","Ghulam Khan Area",NA,NA,NA,NA,NA,6,7,4,"4",NA,23.675,74.615,0,1
"820","Sunday, September 22, 2013",NA,NA,"12:45","North Waziristan",32.9746,70.1455,"FATA","Shawal Town of North Waziristan",NA,NA,NA,NA,NA,6,7,2,"3",NA,23.675,74.615,0,1
"821","Sunday, September 29, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dargamandi area- seven km north of Miranshah",NA,NA,NA,NA,NA,3,6,3,"3",NA,23.565,74.417,0,1
"822","Sunday, October 27, 2013",NA,NA,"1:00","North Waziristan",32.9746,70.1455,"FATA","Zafar Town area near Miramshah Bazar",NA,NA,NA,NA,NA,3,3,3,"3",NA,14.82,58.676,0,1
"823","Tuesday, October 29, 2013",NA,NA,"1:30","North Waziristan",32.9746,70.1455,"FATA","Dandey Darpakhel Area- five kilometres (three miles) north of Miranshah",NA,NA,NA,NA,NA,5,5,2,"2",NA,14.375,57.875,0,1
"824","Thursday, November 21, 2013",NA,NA,"","Hungu",33.53,71.06,"KPK","Tehsil Tal's main Tal bazaar",NA,NA,NA,NA,NA,6,8,6,"8",NA,15.42,59.756,0,1
"825","Thursday, November 28, 2013",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Chashma area of Miranshah",NA,NA,NA,NA,NA,3,3,8,"8",NA,10.095,50.171,0,1
"826","Saturday, December 14, 2013",NA,NA,"","Khyber Agency",34.0983,71.1481,"FATA","Mach Magai area of Loe Suleman",NA,NA,NA,NA,NA,0,6,2,"4",NA,16.715,62.087,0,1
"827","Wednesday, December 25, 2013",NA,NA,"2:00","North Waziristan",32.9746,70.1455,"FATA","Qutub Khel village- 5km  east of miranshah",NA,NA,NA,NA,NA,3,4,0,"1",NA,3.675,38.615,0,1
"828","Wednesday, June 11, 2014",NA,NA,"2:30","North Waziristan",32.9746,70.1455,"FATA","Dargah Mandi village 10 kilometres (six miles) west of the main town of Miramshah ",NA,NA,NA,NA,NA,16,16,4,"4",NA,28.98,84.164,0,1
"829","Wednesday, June 18, 2014",NA,NA,"5:30","North Waziristan",32.9746,70.1455,"FATA","Dargah Mandi village 10 kilometres (six miles) west of the main town of Miramshah ",NA,NA,NA,NA,NA,6,6,0,"0",NA,28.845,83.921,0,1
"830","Thursday, July 10, 2014",NA,NA,"5:00","North Waziristan",32.9746,70.1455,"FATA","Datta Khel is about 50 kilometers (30 miles) west of Miran Shah",NA,NA,NA,NA,NA,6,6,0,"0",NA,29.485,85.073,0,1
"831","Wednesday, July 16, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel is about 50 kilometers (30 miles) west of Miran Shah",NA,NA,NA,NA,NA,18,20,0,"5",NA,29.29,84.722,0,1
"832","Saturday, July 19, 2014",NA,NA,"23:45","North Waziristan",32.9746,70.1455,"FATA","Datta Khel is about 50 kilometers (30 miles) west of Miran Shah",NA,NA,NA,NA,NA,8,15,0,"0",NA,27.875,82.175,0,1
"833","Wednesday, August 06, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel is about 50 kilometers (30 miles) west of Miran Shah",NA,NA,NA,NA,NA,5,6,2,"2",NA,29.425,84.965,0,1
"834","Wednesday, September 24, 2014",NA,NA,"4:45","North Waziristan",32.9746,70.1455,"FATA","Lorha Mandi area of Datta Khel tehsil- 65 kilometres west of Miramshah",NA,NA,NA,NA,NA,10,10,2,"2",NA,27.12,80.816,0,1
"835","Sunday, September 28, 2014",NA,NA,"12:00","South Waziristan",33.0333,69.9,"FATA","Karikot Karezai Pal- Wana",NA,NA,NA,NA,NA,4,4,0,"0",NA,25.42,77.756,0,1
"836","Sunday, October 05, 2014",NA,NA,"17:50","South Waziristan",33.0333,69.9,"FATA","Kand Ghar area of Shawal district",NA,NA,NA,NA,NA,5,5,2,"2",NA,25.31,77.558,0,1
"837","Monday, October 06, 2014",NA,NA,"17:45","South Waziristan",33.0333,69.9,"FATA","Bari Mail area of Shawal district",NA,NA,NA,NA,NA,8,8,6,"8",NA,24.915,76.847,0,1
"838","Tuesday, October 07, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Kandghar area of Shawal",NA,NA,NA,NA,NA,6,7,5,"11",NA,23.835,74.903,0,1
"839","Tuesday, October 07, 2014",NA,NA,"12:30","North Waziristan",32.9746,70.1455,"FATA","Datta Khel area",NA,NA,NA,NA,NA,2,4,4,"4",NA,23.835,74.903,0,1
"840","Tuesday, October 07, 2014",NA,NA,"18:30","North Waziristan",32.9746,70.1455,"FATA","A house in the Datta Khel area ",NA,NA,NA,NA,NA,4,4,0,"0",NA,23.835,74.903,0,1
"841","Thursday, October 09, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Loman area of Dattakhel Tehsil",NA,NA,NA,NA,NA,3,3,2,"2",NA,20.58,69.044,0,1
"842","Thursday, October 30, 2014",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Nargas- a village some 30 kilometres west of Wana- the main town in the South Waziristan agency ",NA,NA,NA,NA,NA,4,7,0,"0",NA,15.785,60.413,0,1
"843","Tuesday, November 11, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Doa Toi area of Datakhel tehsil in North Waziristan Agency",NA,NA,NA,NA,NA,4,6,0,"2",NA,13.695,56.651,0,1
"844","Thursday, November 20, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dattakhel",NA,NA,NA,NA,NA,NA,6,NA,"3",NA,12.325,54.185,0,1
"845","Friday, November 21, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","N/A",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,12.64,54.752,0,1
"846","Wednesday, November 26, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Kundghar",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,13.405,56.129,0,1
"847","Wednesday, December 03, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dattakhel",NA,NA,NA,NA,NA,6,9,NA,NA,NA,12.99,55.382,0,1
"848","Sunday, December 07, 2014",NA,NA,"6:00","North Waziristan",32.9746,70.1455,"FATA","Kher Tangi",NA,NA,NA,NA,NA,NA,18,NA,NA,NA,11.16,52.088,0,1
"849","Saturday, December 20, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dattakhel",NA,NA,NA,NA,NA,NA,6,NA,"2",NA,9.53,49.154,0,1
"850","Friday, December 26, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dattakhel",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,12.65,54.77,0,1
"851","Friday, December 26, 2014",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal Valley",NA,NA,NA,NA,NA,4,5,NA,NA,NA,12.65,54.77,0,1
"852","Saturday, January 03, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal valley ",NA,NA,NA,NA,NA,NA,2,NA,"8",NA,7.23,45.014,0,1
"853","Thursday, January 15, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Acha Dara area ",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,8.08,46.544,0,1
"854","Thursday, January 15, 2015",NA,NA,"2:00","South Waziristan",33.0333,69.9,"FATA","Wacha Dhara area- Spilgai- border of SWA and NWA",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,7.975,46.355,0,1
"855","Monday, January 19, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal Valley",NA,NA,NA,NA,NA,NA,6,NA,"4",NA,9.67,49.406,0,1
"856","Wednesday, January 28, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal Valley",NA,NA,NA,NA,NA,NA,7,NA,"4",NA,4.665,40.397,0,1
"857","Tuesday, March 24, 2015",NA,NA,"","Khyber Agency",34.0983,71.1481,"FATA","Nazyan district of Afghanistan's Nangarhar province",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,19.69,67.442,0,1
"858","Wednesday, March 18, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shabak Kurram tribal agency-adjacent to North Waziristan",NA,NA,NA,NA,NA,2,3,NA,NA,NA,12.6,54.68,0,1
"859","Sunday, April 12, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawwal ",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,18.15,64.67,0,1
"860","Saturday, May 16, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Warokey Mandi area Shawal district",NA,NA,NA,NA,NA,5,6,NA,"2",NA,25.75,78.35,0,1
"861","Monday, May 18, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Zoey Narey Shawal Valley ",NA,NA,NA,NA,NA,NA,6,NA,"2",NA,25.165,77.297,0,1
"862","Monday, May 18, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel ",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,25.165,77.297,0,1
"863","Thursday, May 21, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA"," Datta Khel- Shawal Valley ",NA,NA,NA,NA,NA,15,16,NA,NA,NA,26.98,80.564,0,1
"864","Monday, June 01, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal area",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,25.495,77.891,0,1
"865","Saturday, June 06, 2015",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal Valley",NA,NA,NA,NA,NA,8,9,NA,NA,NA,26.965,80.537,0,1
"866","Thursday, August 06, 2015",NA,NA,"","North Waziristan",69.748798,32.905167,"FATA","Datta Khel ",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,15.99,60.782,0,1
"867","Tuesday, September 01, 2015",NA,NA,"","North Waziristan",69.830556,32.844444,"FATA","Shawal Valley/Datta Khel(Karwanda /Lawra Mandi area)",NA,NA,NA,NA,NA,NA,5,NA,"3",NA,7.94,46.292,0,1
"868","Monday, September 07, 2015",NA,NA,"","North Waziristan",69.830556,32.844444,"FATA","Shawal Valley",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6.755,44.159,0,1
"869","Friday, September 18, 2015",NA,NA,"","North Waziristan",69.859741,32.320237,"FATA","Shonkrai Narai area",NA,NA,NA,NA,NA,6,7,6,NA,NA,7.18,44.924,0,1
"870","Friday, September 18, 2015",NA,NA,"","North Waziristan",69.830556,32.844444,"FATA","Shawal region",NA,NA,NA,NA,NA,NA,19,NA,NA,NA,7.24,45.032,0,1
"871","Saturday, January 09, 2016",NA,NA,"","North Waziristan",69.859741,32.320237,"FATA","Mangroti area",NA,NA,NA,NA,NA,0,5,NA,NA,NA,-7.765,18.023,0,1
"872","Friday, January 22, 2016",NA,NA,"","North Waziristan",70.336069,33.695975,"FATA","Kurram agency",NA,NA,NA,NA,NA,NA,3,NA,"1",NA,-14.155,6.521,0,1
"873","Saturday, May 21, 2016",NA,NA,"15:45","Dalbandin",64.399215,28.896179,"Balochistan","Kuchaki",NA,NA,NA,NA,NA,2,2,0,"0",NA,8.745,47.741,0,1
"874","",NA,NA,"","",NA,NA,"","",NA,NA,NA,NA,NA,1902,3558,399,NA,NA,NA,NA,0,1
